,Topik 1,Topik 2,Topik 3,Total Proporsi Kata
klasifikasikan,0.6336687345727342,0.13581730098741315,0.23051396443985273,1.0
klasifikasinaã,0.6336687359779547,0.13581730065604006,0.23051396336600527,1.0
klasifikasinya,0.8582403627831254,0.05255737952710572,0.08920225768976875,0.9999999999999999
klasifikasitujuan,0.6336687340867546,0.13581730110291718,0.23051396481032824,1.0
klasik,0.2940173269828432,0.06351670850924955,0.6424659645079073,1.0
klaster,0.018458424336598646,0.02274107943951453,0.9588004962238869,1.0
klasterisasi,0.49855566457571965,0.01780964463570603,0.4836346907885743,1.0
klb,0.6315174897836028,0.13808861470211956,0.23039389551427764,1.0
klien,0.04207304894811877,0.8651353115017603,0.09279163955012089,1.0
klini,0.0925499066405782,0.707137975472191,0.20031211788723072,0.9999999999999999
klinik,0.37738892078273306,0.48532573686528513,0.13728534235198173,1.0
klub,0.8582403619742315,0.05255737972968618,0.08920225829608228,1.0
kluster,0.03456861319136098,0.3758842004526941,0.5895471863559448,0.9999999999999999
km,0.05770752998844408,0.8163365202412931,0.12595594977026278,1.0
kmean,0.6545084489332452,0.040834794737332133,0.3046567563294228,1.0
kmedoid,0.8821354469361931,0.04380006018109981,0.07406449288270713,1.0
kmode,0.06018707794587979,0.8137690955719563,0.12604382648216403,1.0
knearest,0.5401974111071315,0.008625391850535454,0.451177197042333,1.0
knn,0.6322294304707732,0.010136609016599412,0.3576339605126274,1.0
knnk,0.63366873566207,0.13581730073078424,0.23051396360714563,0.9999999999999999
knowledg,0.02430668116625363,0.28253710551872635,0.69315621331502,1.0
knowledgepmbok,0.03802964593022487,0.04890647262185511,0.9130638814479201,1.0
kode,0.11599420275886524,0.5227992777687377,0.3612065194723972,1.0000000000000002
kodekod,0.06501116875202338,0.08360495786476782,0.8513838733832088,1.0
koefisien,0.09175393304104333,0.7079783756218128,0.20026769133714395,1.0
kognitif,0.929635283546027,0.02624509092048879,0.044119625533484315,1.0
kohonen,0.05807079669025077,0.8159603790664101,0.12596882424333902,0.9999999999999998
kokop,0.6336687360116471,0.13581730064645345,0.2305139633418994,1.0
kolaborasi,0.057707530002165906,0.8163365201569153,0.12595594984091885,1.0
kolaboratif,0.09159873170178356,0.7043548235538398,0.20404644474437666,1.0
kolbâ,0.03322923458274098,0.8944684100964442,0.07230235532081493,1.0
koleksi,0.8981125262590887,0.038582521650118946,0.06330495209079244,1.0
kolektif,0.29437761485564307,0.06309541341207288,0.642526971732284,1.0
kolom,0.5268302652215852,0.05456784428416211,0.4186018904942528,1.0
kom,0.05770752994689885,0.816336520493669,0.12595594955943215,1.0
kombinasi,0.8517958237968202,0.006779464680111295,0.1414247115230686,1.0
kombinasikombinasi,0.6336687336844662,0.13581730119595692,0.23051396511957692,1.0
komentar,0.11181282684839497,0.025613890677636243,0.8625732824739688,1.0
komersi,0.8177555600508845,0.06730272024189264,0.1149417197072228,0.9999999999999999
komitmen,0.09465233726825836,0.7049181951466418,0.2004294675850998,1.0
komod,0.37738893933849266,0.48532571836702637,0.13728534229448103,1.0
komodita,0.23584252590138796,0.716194689159257,0.047962784939355095,1.0
kompa,0.05770752995289721,0.8163365204551783,0.1259559495919244,1.0
komparasi,0.06501116869315147,0.08360495776846968,0.8513838735383787,0.9999999999999999
kompensasi,0.03863325836591375,0.048939882974351714,0.9124268586597346,1.0
komperehensif,0.09175393291500687,0.7079783764139935,0.20026769067099953,1.0
kompetensi,0.47388037193129423,0.4979586907341783,0.0281609373345274,0.9999999999999999
kompetensinya,0.6262540192370468,0.1436458556395589,0.23010012512339434,1.0
kompetisi,0.5150150347593512,0.02244190241550695,0.46254306282514196,1.0
kompetisibanyak,0.06711601058701985,0.08379821930631833,0.8490857701066618,1.0
kompetitif,0.0380296459546915,0.048906472661935624,0.9130638813833729,1.0
komplek,0.17543436274359034,0.22980980037610224,0.5947558368803074,1.0
komplekdalam,0.6336687359744392,0.1358173006579788,0.23051396336758204,1.0
kompleksita,0.9119944543037255,0.03259383287794915,0.05541171281832522,0.9999999999999999
komplikasi,0.9298814833293783,0.025996437102119685,0.044122079568502115,1.0
komponen,0.2932778795783746,0.4167192313745597,0.29000288904706584,1.0
komponenkomponen,0.06526839365794043,0.0836285754985182,0.8511030308435414,1.0
komposisi,0.8217520438517314,0.06613862508885075,0.11210933105941787,1.0
komprehensif,0.6259993852367314,0.14141067261535545,0.23258994214791323,1.0
kompresi,0.017958278203319026,0.7547729941002423,0.22726872769643866,1.0
kompromisno,0.06512619727561923,0.08406256748816848,0.8508112352362122,0.9999999999999999
kompter,0.0917539329996297,0.7079783758818214,0.20026769111854897,1.0000000000000002
komput,0.22233554952011494,0.5506241141992506,0.22704033628063433,0.9999999999999999
komputasi,0.5492456406851672,0.007527599373464009,0.44322675994136873,1.0
komputasinya,0.6336687340135424,0.13581730111957485,0.23051396486688275,1.0
komputasion,0.6336687355702368,0.13581730075154083,0.23051396367822238,1.0
komputerisasi,0.22969701736536202,0.5942532509223144,0.1760497317123237,1.0000000000000002
komulatif,0.3975375582531238,0.46446303872567335,0.13799940302120284,1.0
komunikasi,0.08107460684375918,0.5581285688854019,0.3607968242708389,1.0
komunikasiterdapat,0.06502368121798474,0.08389709171605228,0.8510792270659631,1.0
komunikatif,0.05770753002610022,0.8163365200142163,0.12595594995968346,1.0
komunita,0.9206925792022556,0.028986825104347594,0.050320595693396815,1.0
konang,0.2687116052918664,0.633537313622432,0.09775108108570164,1.0
kondisi,0.37060226845239813,0.4096212573607427,0.2197764741868592,1.0
konduktif,0.6336687348702089,0.13581730091642688,0.23051396421336426,1.0
konekasi,0.0917539329476266,0.7079783762110924,0.20026769084128096,0.9999999999999999
koneksi,0.008334217321330495,0.9733823561082279,0.01828342657044155,0.9999999999999999
konfigurasi,0.02694442645417056,0.034564898701615755,0.9384906748442138,1.0
konfirmatori,0.09175393292203793,0.7079783763728733,0.20026769070508876,1.0
konflik,0.31319563055413574,0.6087670503718856,0.07803731907397872,1.0
kongesti,0.626607590761887,0.14327254984509982,0.23011985939301313,1.0
koni,0.058181277501060426,0.8158459829815214,0.12597273951741808,0.9999999999999999
konklusi,0.09175393319803124,0.707978374645822,0.20026769215614668,1.0
konkret,0.06502368121798474,0.08389709171605228,0.8510792270659631,1.0
kons,0.6304449460458625,0.1392210164095433,0.23033403754459433,1.0000000000000002
konsel,0.9412104308864371,0.022035132528942403,0.03675443658462055,1.0
konselor,0.6304449460458625,0.1392210164095433,0.23033403754459433,1.0000000000000002
konsentrasi,0.2458385833061005,0.7068743161968075,0.04728710049709202,1.0
konsep,0.19603780242657431,0.5797587328418639,0.22420346473156194,1.0
konsepnya,0.6336687340135424,0.13581730111957485,0.23051396486688275,1.0
konseptu,0.0650111687280112,0.0836049578249067,0.851383873447082,0.9999999999999999
konseptualisasi,0.48604851369302243,0.12391801354577263,0.39003347276120487,1.0
konservasi,0.6336687339299151,0.13581730114404433,0.23051396492604068,1.0
konsisten,0.8569103769183202,0.05391460835639764,0.08917501472528208,0.9999999999999999
konsistenan,0.09340739056938745,0.7062326301381429,0.2003599792924697,1.0
konsistennya,0.6327234376832607,0.13681535685682672,0.23046120545991244,0.9999999999999998
konsistensi,0.04646602979123861,0.3539982945739488,0.5995356756348126,1.0
konsistensin,0.6331598479084601,0.13635459154820245,0.23048556054333752,1.0000000000000002
konstan,0.760263395530549,0.08888233594894401,0.15085426852050704,1.0
konstanta,0.057668027669991614,0.8147959332216743,0.12753603910833403,0.9999999999999999
konstruksi,0.6318408338408629,0.1356494692022206,0.2325096969569167,1.0000000000000002
konsuil,0.6336687332493733,0.1358173012999583,0.23051396545066824,0.9999999999999999
konsultasi,0.1288407069905984,0.7911361319841909,0.08002316102521073,1.0
konsultasikan,0.06503777017347837,0.08422602708084885,0.8507362027456727,1.0
konsumen,0.15660054458490605,0.326100452686736,0.517299002728358,1.0
konsumenakantetapi,0.06502201747812966,0.0838582449033088,0.8511197376185615,1.0
konsumenpelanggan,0.3807769823442131,0.12056881395394967,0.4986542037018373,1.0
konsumsi,0.21408151764683914,0.5788231973296568,0.20709528502350408,1.0
kont,0.6336687357015508,0.13581730072183001,0.23051396357661924,1.0
kontak,0.6336687348127186,0.13581730093154346,0.23051396425573795,1.0
kontek,0.015601752280631957,0.133118946717525,0.8512793010018431,1.0
konten,0.09410302934210082,0.2666513898565344,0.6392455808013648,1.0
kontendokumen,0.6270842625726846,0.13521273635919365,0.23770300106812184,1.0
kontenkonten,0.09175393311019872,0.7079783751945904,0.20026769169521094,1.0
kontinuita,0.6285407250863696,0.14123152081946233,0.23022775409416796,0.9999999999999999
kontra,0.9584625147902641,0.015355853519251748,0.02618163169048417,1.0
kontraindikasi,0.06503777017344013,0.08422602707995626,0.8507362027466036,1.0
kontrak,0.09175393297670091,0.7079783760300267,0.20026769099327246,1.0
kontrasepsi,0.0170657363717905,0.021786974830023776,0.9611472887981858,1.0
kontribusi,0.01986511599562986,0.7173445795885651,0.26279030441580487,0.9999999999999999
kontrol,0.4237632607687983,0.5594599680574093,0.01677677117379241,0.9999999999999999
kontur,0.7602633958673065,0.08888233586775883,0.1508542682649346,1.0
konveksi,0.09193959041363481,0.7077823562676141,0.20027805331875104,0.9999999999999999
konvension,0.10871970917177565,0.773077021978346,0.11820326884987835,1.0
konvensionalmanu,0.09175393304127033,0.707978375624521,0.20026769133420863,1.0
konvergensi,0.038032418868747545,0.04901461516281224,0.9129529659684402,1.0
konversi,0.5840026066543145,0.38434162355256907,0.03165576979311643,1.0
konvolusi,0.9696763264600939,0.011256009333240006,0.01906766420666601,1.0
koordin,0.8991116169160617,0.03756903900536156,0.06331934407857676,1.0
koordinat,0.44600634198444883,0.4968036929385986,0.05718996507695253,1.0
koperasi,0.5895361264175387,0.0053448750739933625,0.4051189985084679,1.0
koperasikoperasi,0.06734699785705917,0.08381942764832448,0.8488335744946164,1.0
koreksi,0.04705575403871608,0.40092126439626774,0.5520229815650162,1.0
korelasi,0.5262863135139666,0.3689998295529354,0.10471385693309795,1.0
koresponden,0.19755465924283094,0.31745196687814764,0.4849933738790214,1.0
korespondensi,0.8218332425022121,0.06605531774995313,0.11211143974783473,1.0
koridor,0.06503842647002968,0.08424135040447357,0.8507202231254968,1.0
kosa,0.027308303884922832,0.9130869382482775,0.05960475786679976,1.0
kosong,0.7601748707211027,0.08897399816873997,0.1508511311101573,1.0
kost,0.009150088065989517,0.9715727490839438,0.0192771628500667,1.0
kosumen,0.06502683858924131,0.08397080537512457,0.8510023560356341,1.0
kota,0.08079381024456492,0.3884804621416464,0.5307257276137887,1.0
kotak,0.4474143468236577,0.03491467153278663,0.5176709816435556,1.0
kotakota,0.0387925880373965,0.4970584012458901,0.4641490107167133,1.0
kotor,0.7602633947607024,0.08888233613846398,0.15085426910083358,0.9999999999999999
kpc,0.6234323020019071,0.13487742554802679,0.24169027245006613,1.0
kpca,0.03802964598023017,0.04890647270334911,0.9130638813164207,1.0
kpi,0.0037615195018888786,0.004841414223797801,0.9913970662743133,1.0
kpri,0.7602633949094131,0.08888233610112706,0.15085426898945992,1.0
kr,0.6192248485728462,0.15106734633731744,0.22970780508983626,0.9999999999999999
kreatif,0.027308303885387075,0.9130869382457195,0.05960475786889334,0.9999999999999999
kreatifita,0.2941982060431968,0.06582341859113548,0.6399783753656678,1.0
kredibilita,0.06501116874119764,0.08360495784684367,0.8513838734119586,1.0
kredit,0.9774152484641072,0.008402561443094016,0.014182190092798759,1.0
kreditnya,0.6336687310237377,0.13581730182155802,0.23051396715470437,1.0
kreditur,0.6336687339239816,0.13581730113823498,0.2305139649377834,1.0
krian,0.09175393297683782,0.707978376028642,0.20026769099452024,1.0
krimin,0.7566769230646685,0.08920574484458675,0.1541173320907449,1.0000000000000002
kriptografi,0.009020995575802484,0.4641254472204548,0.5268535572037427,1.0
krisi,0.06501116873579367,0.08360495783720454,0.8513838734270017,1.0
kriteria,0.5919732245846807,0.04763259315046139,0.3603941822648579,1.0
kriteriakriteria,0.6791026017552726,0.008387024037711117,0.3125103742070163,1.0
kriterianya,0.061962489936540216,0.8110611809663293,0.12697632909713044,0.9999999999999999
kriteriapenelitian,0.6336687328406662,0.1358173013951144,0.2305139657642195,1.0
kriti,0.5804104157035748,0.19204815487731958,0.22754142941910568,1.0
kromatin,0.8582403630084019,0.052557379470603044,0.08920225752099499,0.9999999999999999
kromosom,0.09175393304225654,0.7079783756187251,0.2002676913390184,1.0
kroni,0.8020868142041092,0.15859504467533578,0.03931814112055502,1.0
krpai,0.6336687357015508,0.13581730072183001,0.23051396357661924,1.0
kse,0.05770752989838993,0.8163365207883136,0.12595594931329646,1.0
ksom,0.09242776073290704,0.7072669386274456,0.2003053006396473,1.0
kuadran,0.06501116872804559,0.0836049578246657,0.8513838734472887,1.0
kuadrat,0.06501116919499728,0.08360495820192268,0.85138387260308,1.0
kuadratnya,0.6336687337733093,0.13581730117352875,0.23051396505316193,1.0
kualiata,0.29437950968990995,0.06309552461316123,0.6425249656969289,1.0
kualifikasi,0.5262763038376863,0.042717417377363835,0.43100627878495,1.0
kualita,0.24393511784727104,0.4666590856550635,0.28940579649766546,1.0
kualitasnya,0.6336687335188501,0.1358173012347603,0.23051396524638965,1.0
kualitatif,0.009744734223988633,0.01252350853712796,0.9777317572388835,1.0
kuantisasi,0.9416723165566688,0.02162498617999862,0.03670269726333255,1.0
kuantita,0.03441213269346245,0.8932612800968689,0.07232658720966875,1.0
kuantitatif,0.008802926399959601,0.01135990328142706,0.9798371703186133,1.0
kuat,0.35071700687899693,0.26648627929997754,0.3827967138210257,1.0000000000000002
kuatir,0.09175393304139592,0.7079783756249182,0.200267691333686,1.0
kub,0.751217048609695,0.09824927802961447,0.15053367336069065,1.0
kuce,0.020210598644777932,0.9356765247685793,0.04411287658664276,1.0
kuda,0.06932275325462192,0.08400083491271604,0.8466764118326621,1.0
kueri,0.028996608535750798,0.911370074555651,0.05963331690859822,1.0
kuesion,0.15603208861413934,0.8307516551858606,0.013216256200000023,0.9999999999999999
kuision,0.04983509070828502,0.8270066540955825,0.12315825519613248,1.0
kuison,0.02947079121540521,0.28001884226317536,0.6905103665214195,1.0
kuitansi,0.7553184965841558,0.09400247623529297,0.15067902718055115,1.0
kuliah,0.23455083657688588,0.7557965135276027,0.009652649895511348,1.0
kulin,0.09618838168508693,0.005716365201553121,0.8980952531133599,1.0
kulit,0.4791580147499724,0.4849028738957623,0.03593911135426528,1.0
kulka,0.09308248247347227,0.7065756744530597,0.200341843073468,1.0
kultur,0.09175393306411078,0.7079783754778319,0.20026769145805723,1.0
kuman,0.6336687348127186,0.13581730093154346,0.23051396425573795,1.0
kumpulan,0.36007188345659674,0.18941490051536333,0.4505132160280399,1.0
kumuh,0.6336687342998631,0.13581730105303313,0.23051396464710366,1.0
kunci,0.25022325939926404,0.32518670483068074,0.42459003577005533,1.0000000000000002
kuncibsp,0.6327375673050408,0.1368004403075091,0.23046199238745,1.0
kunciindik,0.7595808493518911,0.08884455688545721,0.1515745937626516,0.9999999999999999
kuncipenilaian,0.06501116876775126,0.0836049578896154,0.8513838733426333,1.0
kunciâ,0.6334055852491594,0.13609513829846911,0.23049927645237156,1.0
kune,0.1338246430691042,0.057528138964807754,0.8086472179660881,1.0
kunir,0.09175393298611527,0.7079783759704208,0.20026769104346392,1.0
kunjung,0.026875523416435794,0.03456216903849288,0.9385623075450713,1.0
kunjungan,0.09276732266707519,0.021272727469076724,0.8859599498638481,1.0
kuno,0.6336687357350069,0.13581730070861825,0.23051396355637485,1.0
kupukupu,0.094040369161453,0.7055643220415098,0.20039530879703726,1.0
kurangnya,0.2000905932660629,0.6304991975945703,0.1694102091393668,1.0
kurikul,0.5784807638156318,0.19408550264343705,0.2274337335409309,0.9999999999999998
kurikulum,0.3002056508261777,0.6811214555213561,0.018672893652466212,0.9999999999999999
kurikulumwali,0.6150516963428425,0.15547340334301582,0.2294749003141416,1.0
kurir,0.6336687335188501,0.1358173012347603,0.23051396524638965,1.0
kursimeja,0.09175393297652579,0.7079783760263153,0.20026769099715885,1.0
kursu,0.04208965587028884,0.8660429120451579,0.0918674320845532,0.9999999999999999
kurtosi,0.6336687363579887,0.13581730056580052,0.23051396307621075,1.0
kurva,0.7602633960683622,0.08888233581873427,0.1508542681129035,1.0
kusion,0.02178796201696163,0.4385784591580322,0.5396335788250063,1.0
kusta,0.8980562334897343,0.038639624883149114,0.06330414162711656,1.0
kwalita,0.633668735784318,0.1358173007008251,0.23051396351485692,1.0
kwanyar,0.1642205441081462,0.03114873755662652,0.8046307183352273,1.0
kwarcab,0.09331491064809574,0.7063302724548005,0.20035481689710374,1.0
kwarda,0.09331491064809574,0.7063302724548005,0.20035481689710374,1.0
kwartir,0.05854302451639523,0.8154714150227867,0.1259855604608181,1.0
lab,0.09620343385458544,0.8105242102331425,0.0932723559122722,1.0
laba,0.05801431197946973,0.8150403430357406,0.12694534498478963,0.9999999999999999
labang,0.7597888535479098,0.08937369443171524,0.15083745202037496,1.0
label,0.9534210863608434,0.01726913027997402,0.02930978335918258,1.0
lablel,0.6336687338535519,0.1358173011535779,0.23051396499287005,0.9999999999999999
laboratori,0.6303640163216906,0.1355138727201881,0.23412211095812135,1.0
laboratorium,0.2709947888006383,0.7141779505471667,0.014827260652195026,1.0
laboraturium,0.6303711749951609,0.13929890635852735,0.2303299186463118,1.0
lafadz,0.5281948413619961,0.24717806956492863,0.22462708907307513,0.9999999999999999
lafadznya,0.5281611336043557,0.24721365867792272,0.22462520771772165,1.0
laga,0.039046559001224834,0.048962759852716524,0.9119906811460586,1.0
lagu,0.014298978769248469,0.01866386468584151,0.9670371565449101,1.0
lahan,0.17160631771121476,0.8229631850281219,0.005430497260663354,1.0
lahana,0.09175393301561582,0.7079783757907371,0.200267691193647,1.0
lahannya,0.6292053204956917,0.1405298317186607,0.23026484778564768,1.0
laik,0.6229352711342714,0.14714982835802162,0.229914900507707,1.0
lainkarena,0.09175393297670091,0.7079783760300267,0.20026769099327246,1.0
lainlain,0.2029316574551155,0.37211560736256494,0.4249527351823195,1.0
lainnyamaka,0.3807769823442131,0.12056881395394967,0.4986542037018373,1.0
lainpada,0.06539012867537815,0.08363975294160678,0.850970118383015,0.9999999999999999
lainya,0.6152199624914271,0.31385227233565327,0.0709277651729196,1.0
laju,0.042966602510938486,0.8647387233688193,0.09229467412024221,1.0
laki,0.0388977528126389,0.048954522958385,0.9121477242289762,1.0
lakilaki,0.9151111563627863,0.029262497663507064,0.055626345973706574,0.9999999999999999
laksanakan,0.09175393294007532,0.7079783762589814,0.20026769080094325,1.0
laku,0.06508499755751,0.08532865943530295,0.849586343007187,1.0
lakukan,0.8217273326283625,0.06616397781690357,0.11210868955473396,1.0
lalat,0.76026339591351,0.08888233585684854,0.15085426822964138,1.0
lalulinta,0.05877835333578904,0.8152277453801804,0.1259939012840306,1.0
lamadalam,0.06501116876775126,0.0836049578896154,0.8513838733426333,1.0
laman,0.06501116875560212,0.0836049578687772,0.8513838733756207,1.0
lambang,0.6241668105992654,0.14584955744871733,0.2299836319520174,1.0
lambat,0.4775288473355791,0.1500559613194318,0.3724151913449891,1.0
lambatnya,0.29437761273657276,0.06309541327246983,0.6425269739909574,1.0
lambourn,0.633668735238162,0.13581730082761884,0.23051396393421916,1.0
lamongan,0.29845604533736286,0.4546397808549639,0.24690417380767318,1.0
lamonganpemberian,0.6336687349861094,0.13581730088979108,0.23051396412409939,0.9999999999999999
lampau,0.6336687355223607,0.13581730076141732,0.23051396371622193,0.9999999999999999
lampu,0.31084734161506405,0.010099009366848887,0.6790536490180871,1.0
lampung,0.895394569638114,0.049098570029425644,0.05550686033246038,1.0
lan,0.02730830389544503,0.9130869381862773,0.05960475791827763,1.0
lanal,0.6324241244211065,0.13713137448478746,0.2304445010941061,1.0
lancar,0.17679343197447386,0.4761930640186659,0.3470135040068604,1.0
landasan,0.3764474952598079,0.4805368042245954,0.14301570051559667,0.9999999999999999
langkah,0.6500630000823706,0.1907882459364843,0.1591487539811452,1.0
langkahlangkah,0.36386244170999993,0.4670409636154216,0.1690965946745785,1.0
langsung,0.2666325098597903,0.5688760145810556,0.16449147555915408,1.0
languag,0.015816047446797262,0.28125558660877004,0.7029283659444328,1.0
languang,0.09174863601728128,0.7078547051291033,0.2003966588536154,1.0
lanjutan,0.29161272518234976,0.48133863614588657,0.22704863867176375,1.0000000000000002
lanjuti,0.6165784123311848,0.1538614908614596,0.22956009680735553,1.0
lansia,0.633668735577709,0.1358173007509527,0.2305139636713384,1.0
lantai,0.526692384015976,0.042508200392113754,0.4307994155919103,1.0
lapacian,0.6336687369519329,0.13581730042591617,0.2305139626221509,1.0
lapangan,0.1993977644950466,0.4819840009724415,0.31861823453251203,1.0
lapi,0.7602633961992544,0.0888823357851072,0.1508542680156384,1.0
lapisan,0.8679300254813284,0.11158744528397987,0.02048252923469185,1.0
laplacian,0.9121158690873786,0.03258303785152669,0.05530109306109465,1.0
lapor,0.6310337419209304,0.13859935694743683,0.23036690113163288,1.0000000000000002
laporan,0.15201456196022176,0.8054117085377754,0.0425737295020029,1.0000000000000002
laptop,0.5261027612324564,0.40523443449541924,0.06866280427212436,0.9999999999999999
larangan,0.05812734844177783,0.8159018225194489,0.12597082903877338,1.0
laravel,0.009918879987659654,0.9684532887951078,0.021627831217232538,1.0
larg,0.8218332434488491,0.06605531751451535,0.11211143903663556,1.0
lari,0.04316821521235212,0.8649363499220445,0.09189543486560334,1.0
latar,0.8833374982999039,0.0296814711777052,0.08698103052239094,1.0000000000000002
latarbelakang,0.6310089586763706,0.13557308873999396,0.23341795258363546,1.0
latent,0.009757347927799436,0.012523693235166906,0.9777189588370336,1.0
latih,0.9586988705751057,0.01528244834478236,0.026018681080111915,1.0
latihan,0.5027606806484253,0.4856779938071042,0.01156132554447052,1.0
latin,0.37738895863821714,0.4853256980183306,0.13728534334345235,1.0000000000000002
latitud,0.042623925176306414,0.8654947717093028,0.09188130311439079,1.0
laut,0.42475527121167883,0.03493430500743796,0.5403104237808832,1.0
lawan,0.251624858595197,0.3888755412812043,0.3594996001235986,0.9999999999999999
layak,0.47286691454933055,0.44131926988931014,0.08581381556135928,1.0
layanan,0.006133709476425724,0.9286413502197768,0.06522494030379755,1.0
layang,0.6301873491978075,0.1394929929079893,0.2303196578942031,1.0
layar,0.10368455508144722,0.5728209189245888,0.32349452599396405,1.0
layer,0.5589460937204083,0.005251205591738063,0.4358027006878537,1.0
layout,0.06503842647002968,0.08424135040447357,0.8507202231254968,1.0
lazada,0.03802964599140835,0.04890647272177071,0.9130638812868209,1.0
lazim,0.2943775569217875,0.06309541032028274,0.6425270327579297,0.9999999999999999
lb,0.015185800562358489,0.9529560562561356,0.03185814318150588,1.0
lbp,0.4140333761862998,0.023349752953262845,0.5626168708604373,1.0
lce,0.6336687372319836,0.13581730036052564,0.2305139624074907,0.9999999999999999
lcm,0.03319613504681689,0.8945021875889524,0.0723016773642308,1.0
lda,0.48253544079774624,0.00999502927316848,0.5074695299290853,1.0
lead,0.05759488298938031,0.8119433126898995,0.13046180432072016,1.0
leaflet,0.6070943231055748,0.1638749158552833,0.22903076103914186,0.9999999999999999
leafletj,0.09175393300484498,0.707978375851944,0.20026769114321102,1.0
leantouch,0.05770753003394849,0.816336519963527,0.1259559500025245,0.9999999999999999
leap,0.00973957685966861,0.012728133534264394,0.9775322896060671,1.0
learn,0.27819655265775917,0.3887775523419314,0.3330258950003094,1.0
learner,0.855964044410909,0.05488032571476749,0.08915562987432336,0.9999999999999999
learninginform,0.09707784138809224,0.7023573149770904,0.20056484363481739,1.0
leas,0.8822929645284946,0.043639878405244636,0.0740671570662608,1.0
least,0.501919507755788,0.13623947804062028,0.3618410142035919,1.0000000000000002
lebar,0.30647809214535254,0.024704515756924974,0.6688173920977226,1.0
lebel,0.09141764070329829,0.7001268137196,0.20845554557710175,1.0
lebo,0.6336687361208995,0.13581730062562572,0.2305139632534748,1.0
led,0.8992833356983281,0.03739484702034288,0.06332181728132912,1.0
legalita,0.09452612376807822,0.7050514558973574,0.20042242033456434,1.0
leght,0.06674500590185375,0.0837641540515362,0.8494908400466101,1.0
lekukan,0.6336687350316904,0.13581730087929902,0.23051396408901056,1.0
lelah,0.057993473611151675,0.816040442234859,0.1259660841539892,1.0
leluasa,0.06508177321994198,0.08525338269140553,0.8496648440886524,0.9999999999999999
lemah,0.29437758033516415,0.06309541155268704,0.6425270081121488,1.0
lemahnya,0.09175393321562064,0.7079783745304501,0.20026769225392926,1.0
lemak,0.6336687339393487,0.13581730113546248,0.23051396492518866,0.9999999999999998
lembaga,0.45320587173182025,0.39799796374764845,0.14879616452053124,0.9999999999999999
lembaganya,0.09189274607565175,0.7078318147022996,0.20027543922204868,1.0
lembar,0.06536311033952105,0.08363727227266103,0.8509996173878179,1.0
lembaran,0.19094704479813404,0.7465330706234777,0.06251988457838828,1.0
lembut,0.7602633966790177,0.08888233566891704,0.1508542676520652,0.9999999999999999
lempar,0.09595666015512509,0.7035410747526601,0.2005022650922147,0.9999999999999999
lencana,0.03356481211076656,0.8941259580034526,0.07230922988578077,1.0
lengan,0.09263383780326051,0.7070493598536663,0.20031680234307317,1.0
lenght,0.038430221968425125,0.048928644824559914,0.912641133207015,1.0
lengkap,0.27749308899038805,0.4783114825829213,0.24419542842669065,0.9999999999999999
lengkapnya,0.6304449460458625,0.1392210164095433,0.23033403754459433,1.0000000000000002
length,0.9291815087718625,0.02598618786052536,0.0448323033676121,0.9999999999999999
lensa,0.6336687358282261,0.1358173006911697,0.23051396348060424,1.0
lenteng,0.09917889840369153,0.7001389891489285,0.20068211244737996,1.0
lentur,0.09263383780326051,0.7070493598536663,0.20031680234307317,1.0
lepa,0.19857181822401726,0.31499350022447703,0.4864346815515056,0.9999999999999999
lereng,0.6336687339299151,0.13581730114404433,0.23051396492604068,1.0
lern,0.06501116884205571,0.08360495800902552,0.8513838731489187,1.0
lesse,0.6336687341597366,0.1358173010844774,0.230513964755786,1.0
letak,0.5490404637684153,0.3114913331848266,0.13946820304675817,1.0
letakletak,0.6070943230727069,0.16387491588998562,0.2290307610373074,1.0
letaknya,0.6336687358282261,0.1358173006911697,0.23051396348060424,1.0
leukemia,0.9742046251287312,0.009563634145638865,0.016231740725629912,1.0
leukimia,0.7602633961408379,0.08888233580107896,0.15085426805808305,1.0
leukosit,0.6336687352985882,0.13581730081662488,0.2305139638847869,1.0
level,0.38758365452468685,0.11857377479989102,0.49384257067542203,0.9999999999999999
levelgam,0.6214855365052291,0.14868048353077423,0.22983397996399668,1.0
levellevel,0.06501116887822975,0.08360495806901326,0.8513838730527571,1.0
levelnya,0.09141764070329829,0.7001268137196,0.20845554557710175,1.0
lh,0.6336687368316619,0.13581730045378018,0.23051396271455787,1.0
librari,0.065266030709628,0.4785644662790658,0.4561695030113063,1.0
life,0.014541123753062936,0.9536727849899841,0.03178609125695291,0.9999999999999999
lifecycl,0.03805222006204732,0.04978684297898344,0.9121609369589693,1.0
light,0.020877381090194443,0.02697463877056385,0.9521479801392417,1.0
lightswitch,0.09817722086908445,0.701196573390405,0.2006262057405106,1.0
like,0.03540817651149717,0.5008875817645684,0.4637042417239344,1.0
likert,0.014942891033689842,0.778816245162834,0.20624086380347623,1.0
limfoblastik,0.7602633956814083,0.088882335913206,0.1508542684053857,1.0
limit,0.8582403630001698,0.05255737947289466,0.08920225752693543,0.9999999999999999
lindenmay,0.6267973466050023,0.1430722010440261,0.23013045235097154,0.9999999999999999
line,0.8365556381224603,0.035966479409286954,0.1274778824682527,1.0
linear,0.2549158217123763,0.20778234766428086,0.5373018306233429,1.0
lingkaran,0.20230567204620206,0.591256323896933,0.20643800405686513,1.0000000000000002
lingkungan,0.11334964928831286,0.7661136460864866,0.12053670462520057,1.0
